review,date
hocam ocakta sportline dizel siparişi verdim borusana geldi aracım haftaya teslim edecekler bir aksilik olmazsa,26.08.2023
hocam benzinli haziranda teslim ederiz demişlerdi hızlı gelecek olan araç buydu yüzden dizel siparişi verdim hatta nisanda gelir demişlerdi erken geldi,26.08.2023
garagemunihasafauto bunlarda orjçıkma çinsıfır var ben ikisinide kullanıyorum herhangi bir farklarını hissetmezsinizdirek sıfır orj istiyorsanız mertotoelektronik satıyor,26.08.2023
bmw aracımı sıfır olarak temmuzda aldım ilk uzun yola çıktım kmden sonra içeri rüzgar sesi geliyor üstüne çıkınca şiddetleniyor müzik sesi bile rüzgar sesini bastıramıyor hatta rüzgar sesi müzik sesini bastırıyorsıfır aracı servise götüreceğim başka neler yapmam gerekir bir yol izlemeliyim bilen kişilerden yardım rica ediyorum,16.09.2023
aynı problem benim aracımda var dan sonra sol kapıdan rüzgar sesi geliyor servise götüren olduysa deneyimlerini paylaşabilir,23.09.2023
bmw hplik yetkili seviste m performans güç kiti uygulaması yapılıyordu aynı uygulama makyajlı model yapılıyor,23.09.2023
merhaba motor mevcut parça no bimmercatden kontrol edebilirsiniz,23.09.2023
deneyeceğim hocam gelişmeleri bildiririm yardımınız teşekkürler,19.08.2023
merhaba cevap veren arkadaşların değerli yorumları sayesinde ben araçtan aldım ayı geçti şimdilik memnunum herkese teşekkürleraracı alınca lastikleri değiştireyim dedim ancak biliyorsunuz rft olması nedeniyle pahalıben uzun araştırmalar sonucunda biraz uygun fiyata düşürdüm diyebilirim adet sıfır bridgestone hp dueler rft buldum stokta sonradan bulurum diyerekten üç lastiği aldımelimdeki lastiklerden ikisini taktırdım sonuncuyu dördüncü lastiği bulmak üzere evde bekletiyorum ancak şimdi düşününce dördüncüye ihtiyacım olmadığını düşünüyorum kullandıkçao yüzden elimdeki lastiği aldığım fiyata vereceğim lastiği yarılan yarılmak üzere olan vs tek lastik ihtiyacı olan varsa yazabilir azından ihtiyacı olan kullanır biraz karışık oldu kısacası elimde bir tane bridgestone hp dueler rft lastik var aldığım fiyata vereceğim,19.08.2023
herkese merhaba bmw d km araç sahibiyim i̇ki gün önce motorun hemen yanındaki v kayışının tamamen pas lekesine bürünmüş olduğunu gördüm bugün ustaya göttim sorun kran kasnağıymış km aralığında mutlaka lerde sorun çıkıyormuş sorundan dolayı kasnak v kayışı değişecek tl sıkışmış ustanın dediği bmw nin üç silindirli benzinli motorlarında turbo üç simindirli dezellerde krank kasnaği kronik sorun,26.08.2023
hız sabitleyicim geldi taktırdım kodlamasını yaptırdım çıkma olmasına rağmen kondisyonu gayet iyi benim önceki tuş takımından herhangi bir farkı yok kozmetik olarak hız sabitleyici uzun yolda benim vazgeçilmezim tepkileri güzel konfor katıyor araca taktırınca gerçekten rahatladım mis oldu resime gitmek tıklayın,26.08.2023
herkese iyi akşamlar bir konuda görüşünüzü rica ediyorum araçlar konusunda genel olarak bilgi sahibi olmadığım size saçma gelebilir model model hyundai bayon kullanıyorum aracımın çekişinden gidişinden konforundan memnun değilim kullanıcılar olarak yönleriyle model bmv kıyaslarsanız makbule geçer almak istediğim araç sport dolu model recaro koltuk vsşimdiden teşekkürler,02.09.2023
merhaba bahsettiğiniz teneke baylon un içinden geçer dörtle çarpar beşe böler arada dağlar kadar fark var,30.09.2023
km oldu araçtan memnunum kapalı garajda duruyor sadece uzun yol kullanıyorum günlük başka araç kullamıyorum forumu takipteyim,23.09.2023
banada öyle geliyor bunu anlayacağım hakkında bir bilginiz varmı,29.07.2023
ben aracımı alırken bmw servis ön farları tektek kontrol edip üretim tarihleri aracın üretimden çıkış tarihini karşılaştırmıştı tampon değiştirecek hasar ön farlara hasar vermiş olabilir üzerlerinde yazan üretim tarihlerini kontrol edin bence,29.07.2023
bugün eşim gelir gelmez kontrol edicem bakalım durum nedir değildir yazarum size hemen,29.07.2023
kontrol ettim farlar sıkıntı gözükmüyor şuanlık ayrıca bimmerwork ten baktım sadece arka pdc olarak görünüyor mantıken opsiyon olarak alınmamış yoksa götürürdü düşünüyorumsonradan takmaya çalıştılar olabılır bilmiyorum,29.07.2023
ilginç gerçekten sarı ilan sitesinde el araçlara baktım bir başka örneği yok sizin aracın peki menude otomatik park etme seceneği var,05.08.2023
i̇lk fırsatta bakıcam hatırladığım kadarı yok detaylı bi göz gezdireyim,05.08.2023
hocam perde sakat şanzıman allison tam otomatik sıkıntı yapmaz si hele dsg den sonra no problem,05.08.2023
tavan perdesi genellikle sorunlu bin kmlerden sonra geçe sene tlye değiştirdim ben şanzımanla ilgili hiçbir sıkıntı yok başarılı olduğunu düşünüyorum nazar değmesin orada arabalarda olan ufak bir tel kırılma sorunu olabiliyor şanzıman içinde bi yerde mandal teli bir tel kırılınca araba şanzımanla ilgili bir uyarı verebiliyor bir sensöre ileti gitmediği düzeltiliyor sorun olmadan,05.08.2023
aracım tavan perdesi şanzumanda sorun yaşamadım perde genelde içeride ışık istemediğimden kapalı duruyor an bendeki kronik sorun yakında değiştireceğim paslanmış krank kasnağı pasın v kayışına zarar vermesi özel servis sorun km civarı oluyor demişti bir değişik ses sorunları yaşayanlar olmuştu silindirli motordan kaynaklı diyen oldu beni rahatsız eden bir durum yok bunun dışında rft sert lastik dışında araçtan memnunum sürüşü keyifli,05.08.2023
krank kasnağı bende patladı tavan perdesi gümledi henüz değiştirmedim şanzıman japon aikin şimdiye kadar oldukça memnunum genel olarak memnun olduğum bir otomobil elbette bir japon kadar sorunsuz değil onlara kıyasla performans kalite üstünlüğü mevcut,12.08.2023
herkese merhaba bende yakın zamanda motor kodlu aldım anladığım kadarıyla çoğu parça ortak olduğu bilgi edinmek deneyimlerimi paylaşmak adına konuya ilk mesajımı atayım dedim i̇lk öğrendiğim akünün tanıtılması gerekliliği aracı aldıktan sonra aküsünü değiştirip tanıtmayı yapmamıştım onun haricinde araç ilgili hevesimi kursağımda bırakan bir sıkıntı yaşıyorum aracı i̇stanbulda aldım doğuda görev yaptığım aracı doğuya getirdim araç burada derecede sabaha kadar kalırsa sabah çalışmıyor bir şekilde çalıştı diyelim zaman normal aklıma akünün tanıtılmaması geldi onu tanıtacağım araç serviste bujiler değişti ısıtma modülü test edildi yakıtın donma ihtimaline karşı yakıt donma engelleyici eklendi egremme manifoldudpf kurum doluymuş onları temizlettim hava filtresini yakıt filtresini değiştirttim aracı dışarı bıraktık yarın sabah deneyeceğiz bakalım umarım çalışır sizin aklınıza gelen şeyler varsa paylaşırsanız sevinirim herkese iyi günler,19.08.2023
teşekkür ederim hocam çıkan akü orijinal varta üretimi agm amperlik aküydü orijinal akü zamana kadar kalmasına şaşırdım hatta bende varta agm amperlik akü taktırdım aracı direk çalıştırmıyorum ısıtma buji ikazının sönmesini bekliyorum yine gıv gıv gıv ardından stop anlamadım gitti eşim haftalık hamile buranın şartlarını benden iyi biliyorsunuzdur araç olmayınca büyük sıkıntıya girdim,19.08.2023
valla hocam yakıt hava filtresini değiştirmişsiniz akü zayıf gelse uyarı verir benim gördüğüm akü tanıtma işi genelde farklı özellikli amper start stop uyumlu vs olması akü takıldığında gerekli biliyorum yanlış olabilirim bilemiyorum mazot normal şartlarda düşük değerlerde donar aracın ısıtma bujisi uyarısı bittiğinde marşa basmadan iki üç gaza basıp bırakın sonra frene basılıyken marşa basın deneme amaçlı servis mutlaka hata kodlarına bakacaktır i̇nşallah yarın çözülmüş olur problem arada sitede amper gördüm uyumlu aküyü i̇lk aracımda mini cooper s orijinal akü bmw üretimiydi üstündeki etiketler vs bmw idi sizde çıkan bmw etiketlidir düşünüyorum i̇sterseniz siteye bir bakabilirsiniz resime gitmek tıklayın,19.08.2023
araca yakıt gönderme amacıyla yakıt donmasa bile yoğunlaşıyor olabilir çalıştırırken değil öncesinde fazla basarsanız araç çiğ yakıtla boğulabilir umarım yarın sorun kalmamış olur hocam gelişme olursa başkalarına fikir verebilmek buraya yazarsanız sevinirim,19.08.2023
dostlar sunroof rüzgar sesi korkunç kış geldi perdeyi açtım iyice gıcık ediyor düşük süratte bile ses var önerisi olan var,29.07.2023
valla yıpranma yok tam oturmuyor ses geliyor fitillerimi değiştirsem bilemedim,29.07.2023
selamlar geçen özel serviste bakım yaptırırken krank kasnağının pasının v kayışına zarar verdiğini bunun kopmasına olacağını söylediler motorlarda krank kasnağının paslanmasının kronik sorunmuş kasnak kayışın değiştirilmesi gerekiyormuş aracım civarında kasnak paslanmış kayış etrafa pas bulaşmış yıpranma var bilmiyorum böyle sorun yaşayan oldu merak ettim,29.07.2023
selamlar yakin zamanda değiştirdiğimiz dizel motor arabamızda benzer durum olmuştu geçtiğimiz yaz bin km civarındayken motoru ilk çalıştırmada cik cik benzeri ses gelmeye başlayınca garantiden krank kasnağı kayış değiştirilmişti zaman benzinli modellerde karşılaştıkları bir arıza olduğunu söylemişlerdi,29.07.2023
yok bariz bir ses yok fark duymadım çalışırken,29.07.2023
resime gitmek tıklayın kasa aracımı dün bakıma götürdüm bakımda şeyi sıkıntısız şekilde yaptılar fakat arabada böyle bir çizik olduğunu söylediler ben sürücü olduğum genelde sağ koltuk boş olduğu önce farketmedim yarığı zaten aşağı kısımda gölge kalınca araç hepten görünmüyor kendileri bakım esnasında böyle bir hata yapmadıklarını belirttiler sorunsuz bir şekilde aracımın periyodik bakımını yaptılar kaliteli bir servis idi yıldır aynı yere gidiyorum sizce çizik neyden oluşmuş olabilir hata payı onlarda onartabilirim iyice kafam karıştı,16.09.2023
bende var hata benzinden motorlar trbenzininde hata veriyor hatta rsa bir firma sorunu çözdüğünü iddaa ediyor,02.09.2023
turan güneş petrol ofisinden alıyordum shell e geçtim sıkıntı geçti petrol ofisinden almıyorum sıkıntı yok an,02.09.2023
merhaba herkese iyi forumlar öncelikle bmw benzin araç sahibiyim gün önce normal seyir halinde giderken araç birden çekişten düştü ekranda tahrik sürüş mümkün tam tahrik gücü mümkün değil arızasını verdi araç zaten sabah ilk çalıştırmayı yapınca titreyerek çalıştı egzozdan çatara patara attı araçta varex vanalı egzoz takılı konum olarak kuzey kıbrısta ikamet ediyorum burda hatırı sayılır bir bmw ustasına götürdüm orjinal bilgisayara bağladı egzoz valfinden kaynaklandığı söyledi varex olduğunu belirttim alakasız dedi bilgisayar iki uyarı verdi egzoz turbo alakalı ustaya göre yüzde yüz egzoz valfinden önce sorunla karşılaşmış olan yüzlerce kişi olduğu bir fikir almak istedim modelde sorun yaşamış vardır iyi forumlar tekrardan,16.09.2023
aracı satalı oldu ilave su pompası değişince düzelmişti orjinal motor suyu kullanmanızı tavsiye ederim,30.09.2023
varex sadece boruyu açıp kapatan bir mekanizma tahrik sistemini etkilemez ustan haklıdır düşünüyorum,09.09.2023
gaz kelebeği değişimi sonrası problem çözüldü,16.09.2023
arada orjinalleri ate marka,05.08.2023
aracım bugün tahrik hatası verdi soğukken sıkıntı yok ısınınca veriyor selenoid valfi mi dediler vanos çıkışı falan bir şeylerde dediler anlamadım valfi değiştirecekler bakalım tl termostat ta arıza veriyor termostat tahrik yakmaz dediler gelişmeleri buraya yazarım araç ied,05.08.2023
konuyu hortalacak olacağım aynı durum bende var hocam sorun silindir kapağı alakalı beyinle falan değil araç yetkili serviste bekliyor silindir kapağının değişmesi gerekiyor,12.08.2023
dostlar selam konu konusu tahrik hatasının ana konusu bura sayılır yüzden buraya yazmak istedim bugün benim lci tahrik hatası vererek beni çıldırttı bin km bujileri yeni değişti sonrasında rölantide tekleme sallama olmaya başladı dün ani bir kickdown yapınca küt tahrik arızasına geçti araç sıfırdan beri bende full borusan bakımlı pazartesi gidicem bakalım diyecekler önce servise götürdüm bakımdan sonra titreme var dedim zamanki abi bunlar böyle yok yazılım atacaz yok servise alalım bir çıkmaz yarım ağız konuşmalar şimdi görücez bakalım yapacaklar valla mercoya geçme zamanı geliyor gerçi oda ayrı problemlide neyse bence buji bobin var önerisi olan resime gitmek tıklayın,26.08.2023
nette haritasını kod vs aktivasyon yükleyen yer var tl ücret istedi haftaya yaptırabilirim,09.09.2023
bilgilendirme teşekkürlerkaç gündür bunun cevabını arıyordumturkey next map i hiçbiryerede yok olanlarda ücret talep ediyor ayrıca versiyon,26.08.2023
merhaba audi aracımda aynı sorun vardır rolantide şiddetli titrme var aracımda volan değişti motor kulağı değişti enjektörler temizlendi sorun düzelmedi çözümğ buldunuzmu acan yardımcı olursanız sevinirim,26.08.2023
otomotiv endüstrisi büyük bir dönüşüm geçiriyor volkswagen bmw köklü üreticiler hala benzinli dizel otomobiller üretirken elektrikli araçlar giderek yaygınlaşıyor popüler hale geliyor ayrıca tesla birçok çinli şirketin sadece elektrikli araç kategorisinde üretim yapması dönüşümü hızlandırıyor durum özellikle eski yeni arasında soğuk bir savaşa yol açıyor bmw ceosu oliver zipse geçtiğimiz günlerde mücadelede kaybedenin kendileri olacağını açıkladıçinlilerin yükselişihiç şüphesiz avrupa uzun zamandır otomotiv endüstrisinin kalbi gelişim alanı oldu yaşları üzerinde olan pek üretici mühendislikte üstün oldukları başarılı arge departmanlarına sahip oldukları kaçınılmaz bir şekilde pazarın lideri haline geldi ancak elektrikli araçların yükselişi temelleri basit ifadeyle sarsıyortesla diğer yeni oyuncular pazara girerek sektör bir dönüşüm dönemini başlattı çinli üreticilerin rekabeti avrupanın yaklaşan benzinli dizel motor yasağı durumu karmaşık hale getiriyorson olarak bmw ceosu oliver zipse konuda çarpıcı bir açıklama yaptı zipse abnin yeni benzinli dizel otomobillere getirdiği yasağın avrupalı otomobil üreticilerini çinli rakipleriyle bir fiyat savaşına ittiğini savaşı kazanmanın temelde imkansız olduğunu söyledi zipse ayrıca temel otomobil segmentinin iki olası sonuçla karşı karşıya kalacağını söylüyor ortadan kalkacak artık avrupalı otomobil üreticilerinin hakimiyetinde olmayacakayrıca bkzmercedes bmw teslaya kafa tutmak istiyor i̇şte yeni konsept otomobillerbyd çinli otomobil üreticilerinin agresif bir şekilde elektrikli otomobil pazarına girdiklerini giderek iddialı hale geldiklerini belirten zipse bmwnin fiyat savaşından hala etkilenmediğini ancak karların düşmesine yol açtığını söyledi zipse byd nedeniyle çinin satan otomobil üreticisi unvanını kaybeden volkswageni örnek gösterdizipse bmwnin popüler olduğu premium segmentte çinli otomobil üreticilerine göre bir dizi avantaja sahip olduğunu söyledi ancak avrupalı otomobil üreticilerinin temel otomobil segmentinde rekabet edebilmek yeni yollar bulmaları gerekeceğini kabul etti görünüşe göre avrupalı otomobil üreticilerinin çin pazarında rekabet edebilmek yeni yollar bulması gerekecek sremium segment tek başına çinli üreticileri durdurmaya yetmeyecektirkaynak,30.09.2023
kendi endüstrisini yok eden avrupa kendi insanlığının içinden sjw woke saçmalığıyla içinden geçen amerika derken çin çoğu alanda ilerlemeye devam ederek yükselişe geçiyordüz dursa bile çoğu yerde kazanacak neyse,30.09.2023
come to türkiye oliver zipse gümrük birliği ülkesiyiz işçilik maliyeti avrupadan ucuz,30.09.2023
kolay dayayın vergiyi adınıda yerli üretimi korumak yapın tamam işde,30.09.2023
çinden ucuz açıkçası,30.09.2023
adil bir rekabet olmuyor buna rağmen çinliler önmüzdeki yıllarda piyasayı domine edecek görünüyor bizde cherry modelle büyük başarı sağladı bunu gören diğer çinli markalarda ülkemize bol bol araba getirecektir toggumuzu çinlilere karşı korumalı sahip çıkmalıyız konuda milletime inancım tam,30.09.2023
çinliler aynısını akıllı telefonlardada yaptı fakat halen satan telefon markası apple,30.09.2023
yahudi arkadaş kaçırdığın önemli nokta almanyanın bitmesi şimdiden almanlar bunu kabullenmişler bilemedin yıl sonra almanlar ülkesinde azınlık olacaklar öyle lara düşme falan değil bildiğin düşecekler yaşındayım allah gösterirse yaşında bunlara şahit olucam gülerek ayrılıcam tebrik ederim dünya savaşını çıkardınız hitler piyon bi manyakla yahudi musevileri öldürdünüz yahudilikle alakası olmayanları cezalandırdınız kendilerini israiloğlu görmeyenleri israiloğlu olmayıp musaya inana kitleye yahudi kimliğini yedirdiniz yetmedi avrupanın paralarına çöktünüz onların paraları üzerinden faizler alarak onlara kendi paraları köleleştirdiniz vallahi helal olsun eşşek olana semeri vuracan gardaş,30.09.2023
eskiden arabaya inç ekran koyup ikinci el araç parası kadar fark alıyordunuz abdde standart olan otomatik vites cam koltuk hala burada opsiyondu çinliler gelince işler değişti tabi rüzgar eken fırtına biçer,30.09.2023
çinliler geçmişte tr pazarına girmeye çalıştı fakat kimse yüzlerine bakmadı bahsettiğin marka ülkeye ikinciye giriş yapıyorbaşarı falan demişsin ortada bir başarı yok araba kıtlığı yaşanıyordu çinliler fırsatı kaçırmadı ülkeye araba yığdı araba arzı düzeldiğinde çinlilerin yüzüne geçmişte olduğu kimse yüzüne bakmaycaktır,30.09.2023
i̇nsanoğlunun gelişimi iyidir fazla gelişmeye başladığı zaman bozmaya başlıyor avrupa sanayi refah bakımından fazla gelişince kafaya takacak sıkıntı bulamadığı sjw göçmenleri kafaya takmaya başladı fazla gelişmenin zararı olmuş oldu geliştirecek kalmayınca bozmaya başlıyor insan,09.09.2023
hükümet bile çinlilerin girdiği piyasayı domine ettiğini erken farkettiği çinden gelen araçlara ekstra vergi ekledi emin ol avrupalı markalarla aynı vergilerle giriş yapmış olsalardı an birçok çinli araç firması türkiye satışta ilk yer alacaktı avrupalı araçlara göre çinli araçlar ekstra yüzde vergi geliyor araçlar,09.09.2023
çinliler son zaman güzel araç yapıyorlar,09.09.2023
trump tekrar seçilirse çin endüstrisine gümrük vergileri boğmaya çalışacaktır tekrar avrupayı peşinden sürüklemeye çalışacaktır,09.09.2023
arkadaşlar selamlar bmw marka aracımda başıma bir olay geldi joystick vites üzerinde unlock tuşu var normalde tuşa basmadan araç vites degıstırmez olduysa tuşa basmadan joystıck ılerı geri ittirdiğinde araç n r ye gecıyor olmuş olabılır önce başına gelen varmı yada yardımcı olabılecek,09.09.2023
mercedesbenz bmw pazarın premium segmentinde teslayı yakalamak elektrikli konsept otomobillerini görücüye çıkardı münihte düzenlenen uluslararası otomobil fuarı iaa kapsamında mercedes concept cla classın üstündeki örtüyü kaldırırken bmw vision neue klasseyi tanıttıbu otomobiller alman otomobil üreticilerinin şimdiye kadar elektrikli araçlara yönelik agresif atılımları olan yeni bir platform üzerinde inşa edildi yeni platformları önümüzdeki yıllarda yollarda göreceğiz öte yandan araçlar esasında konseptler nedenle nihai formlarının görüneceği belli değilmercedesbenz concept cla classmercedesbenz concept cla class alman otomobil devi tarafından elektrikli otomobiller tasarlanan yeni bir platform olan mercedesbenz modüler mimari mma üzerine inşa edildi ürün yelpazesi dört kapılı bir coupe bir estate iki spor hizmet aracı olmak üzere toplam dört yeni modelden oluşacakmercedes aracın tek bir şarjla kilometre menzile sahip olacağını iddia ediyor şirket ayrıca bataryanın sadece dakika içinde şarj edilebileceğini böylece aracın kilometre kadar sürülebileceğini iddia ediyormercedes iç mekana kullanıcı deneyimine büyük önem veriyor şirket mbos adı verilen otomobil kendi işletim sistemini geliştirdiğini söyledi gösterge panelindeki dev ekrandan araç içindeki sesli asistana kadar çeşitli özelliklere güç sağlamaya yardımcı olacak ayrıca sevdiğiniz müzik video akışı uygulamaları üçüncü taraf uygulamaların araçla entegre edilmesine olanak tanıyacakayrıca bkzdünya rekoru olabilir teslanın türkiyede kadar sattığı belli oldumercedesbenz bir basın açıklamasında tescilli çipten buluta mimari şirket tamamen yeni bir yaklaşımı temsil ediyor gelecekteki araçlarının büyük ölçüde gizli ancak belirleyici bir yönü olacak dedi geleneksel otomobil üreticileri yazılım konusunda teslanın gerisinde kalmış algılanıyor hamle mercedesin arayı kapatmaya çalıştığını gösteren açıkça gösteriyor diyebilirizbmw vision neue klassebmw vision neue klasse bmwnin teslaya yönelik bir cevabı konumunda ayrıca bmwnin gelecekteki elektrikli otomobillerinin temelini oluşturacak yeni bir mimari üzerine inşa ediliyor neue klasse yeni sınıf mimarisine dayanan ilk elektrikli araçların yılında üretime girmesi planlanıyorkonsept araç cam bir tavana sahip bmw aracın tasarımının hayranların markayı tanıdığı klasik unsurları barındırdığını söyledi ancak araç tanıtıldıktan sonraki tartışmalar bunun aksini gösteriyor bmw panoramic vision olarak adlandırdığı ön cama sürücünün göz hizasında bilgi yansıtan bir baş üstü ekrana sahip olacağını söyledişirket bunun ilk olarak neue klassede mevcut olacağını söyledi bmw yolcu sürücünün panoramic vision özelliği etkileşime girebileceğini belirtiyor menzil şarj konusunda ayrıntı vardı ancak bmw yeni nesil teknolojisinin neue klasse modellerinin şarj hızını menzillerini yüzde kadar artıracağının altını çizdikaynak,30.09.2023
tesla kafa tutmak asdfghjklşiidsasdfgrtyuı sonunuz tıplı nokıa blacberry olacak sizler dinozor şirketlersiniz yok olacaksınız sektördeki rahat düzeniniz bozuldu tabi iki jant ekle bir far değiştir yeni model sat iki tane tuş ekle makyajlı kasa sat devri bitti artık elon bunların psikolojisini bozdu umarım çinliler yeni start up firmalar bunları yok ederdaha önce konsept gösterdikleri araçta buydu fazla güvenmemek lazım resime gitmek tıklayın resime gitmek tıklayın,30.09.2023
bence çıkardıkları model konsepten güzel olmuş diğer dediğin konuda hak veriyorum böyle devam ederlerse sonları kötü bitebilir,30.09.2023
konsep tasarımlar bana göre itici tipsiz duruyor kadar saçma konsep tasarımlar yerine gerçekçi araçlar görmeyi tercih ederim,30.09.2023
çirkinler,30.09.2023
nedense bmw vw mercedes firmalar konu elektrikli araç olunca dış görünüşünü içini utopik yapmak istiyor düzgün bir tasarım yap koy içine elektrikli motoru tesla yap ben aracın gündelik kullanımda kadar rahat ettirdiğine bakarım utopik olunca tasarımı güzel oluyor yok hatta beni çekmiyor,30.09.2023
tutmasınlar bence ellerinde kalabilir tuttukları,30.09.2023
böyle büyük bir sektör keskin bir biçimde tasarım değişimini kaldırmaz konsept tasarım çin bile fazla ütopikdaha yumuşak geçişlerde gerçekleştireceklerdir,30.09.2023
apsnyçinli firmalar firmaları yok edemezler tahminen şirket politikalarını değiştirmelerine sebep olacaklar dikkatlice bakıp değerlendirecek olursa alman firmaları boş değiller sadece klasik tekel tavırları içerisindeler buna sebep olan iki insan bencilliği algıların insanları tutsak etmesi ağına çekmesi diyebilirizçinli firmaların yeni araçlarını tecrübe edildikçe x bir marka aradaki farka değip değmediği gerçeği satışlara yansıyacak sanat sanat içindir kafası sanat insan içindir kafasına yenilecek şunu unutmamak lazım sonuçta değişen lider firmalar olacak homojen bir pasta dağılımı olacak iyi konumda olan firmalar yine bildiğiniz dediğim dedik olmaya devam edeceklerbiz şanslı tüketiciler geçiş süresi boyunca fp modelleri görüp alabileceğiz,30.09.2023
noldu hani teslalar çirkindi övdüğünüz markalar hatta teslayı biterecek dediğiniz yıllık markalar bir anda tesla tasarımlara girişmeye başladıbiz bunu önce dedik elektrikli araçlarda iki ülke dünyayı domine edecek bir amerikateslai̇ki çinbyd vs,30.09.2023
mercedes neyse bmw kadar çirkin duruyor tasarımcının işine son verilmeli,30.09.2023
yow yeğenim fitessiz araba olurmotorun sesini duyacan aga agakank onlar araba değil oyun bilgisayarı ehu ehuaudi audi aga volva volva,30.09.2023
mod değilmi la,30.09.2023
mercedesin içi afedersiniz kerhaneye belli bir kesime hitap ediyor biraz sade yapın arkadaş bmw futuristik yapacağım kusturacak iç mekan yapmış abi tesla tesla diyorsunuz işte tesla saf sade bir yapıda arac yapıyor sizde oglrnek alın işte,30.09.2023
fabrikadan halka satmadıktan sonra tesla rekabet edemezlerbayi distribütör aradan çıkmalı,30.09.2023
i̇lkokul sınıf çocuğuna araba çiz desen bmwnin tasarımdan güzelini çizer nedir arkadaş,30.09.2023
premium araç üreteceğiz afedersiniz bir boka benzememiş iki araçta,30.09.2023
bmw tasarım ekibinin tasarladıklarının yanında bildiğimiz çöp kamyonu estetik işlevsel görünüyor,30.09.2023
abdli yarı iletken şirketi qualcomm yaptığı açıklamada lüks otomobil üreticileri mercedes bmwye araç içi bilgieğlence sistemlerine güç sağlayacak çipler tedarik edeceğini duyurdu qualcomm geçtiğimiz yıl düşüşe geçen bir pazar olan akıllı telefonlarda kullanılan çiplerin önde gelen tedarikçisi konumunda olsa kendisini mobilite alanlarında sergilemek istiyorqualcomm bir süredir araçlardaki bilgieğlence sistemlerinden gelişmiş sürücü destek sistemlerine kadar çeşitli işlevlere güç sağlamak otomobil üreticileriyle birlikte çalışıyor firma çözümlerinin başarısı sayesinde son çeyrekte otomotiv gelirlerini yüzde artırmıştıbmw mercedesin yüksek teknolojilerinde qualcomm imzasıyapılan açıklamada qualcomm bmwye akıllı sofistike deneyimler sunmak snapdragon digital chassis yüksek performanslı snapdragon automotive cockpit auto connectivity ride platformlarını sunacak snapdragon cockpit auto connectivity platformlarına sahip araçlar yollara halihazırda çıkarken snapdragon ride platformlarına sahip araçların yılında satışa sunulması bekleniyorayrıca bkzmercedes bmw teslaya kafa tutmak istiyor i̇şte yeni konsept otomobillermercedes tarafında benzer şeyler bulunuyor snapdragon cockpit auto connectivity platformları mercedesbenz user experience mbux multimedya sisteminin bir parçası olarak dijital olarak gelişmiş özellikler sunmaya yardımcı olacak snapdragon digital chassis çözümleri üstün multimedya özellikleri güvenlik kişiselleştirme sezgisel kontroller son derece sezgisel yapay zeka ai ultra hızlı kesintisiz bağlantı dahil olmak üzere kapsamlı araç içi kullanıcı deneyimleri sağlamaya yardımcı olacak mercedesbenz eclasstaki snapdragon digital chassis çözümlerinin itibaren sunulması bekleniyorkaynak,30.09.2023
artık uçan arabalar çıksın yeter kaç yüz yıl önceki imkanlarla üretilen araçları kullanıyoruz yetti̇ vallahi̇,30.09.2023
aracın yazılım kullandığı cipleron başka ülkeden alınması kadar doğru almanlar kendisi üretmiyor,30.09.2023
ben türkiyede düsünemiyorum ucan arabayi düsünsene bütün taksiciler dolmuscularin uctugunu,30.09.2023
bizim ülkede uçakla yarışırlar hava trafiğinin mina kyarlar,30.09.2023
kural filan hak getire birde yolcuyla kavga ettikleri zaman havadan atarlar,30.09.2023
dünyada kendi işlemcisini üretebilen ülke sayısı azdır çoğu abd şirketlerinden çıkıyor samsungun korede kendi işlemcileri tasarlanıyordur heralde tayvanda büyük bir firma olması lazım avrupada bir adet şirket falan vardır bilemiyorum,30.09.2023
yıllar sonra konuyu tekrar hortlattığım öncelikle kusura bakmayın aynı sorunu yaşıyordum petekler gittiğim yerde muhtemelen su kaçağı olduğunu söyledi şuan servisimde gerekli ayarlamaları yaptırıyorum bilgilendirme olsun yazmak istedim,05.08.2023
sorun neymiş giderildi,30.09.2023
neeee önünü görünce skoda sandım bmw ye üzülüyorum dönemindeki karizmatikliği resime gitmek tıklayın,09.09.2023
olmamış bangle döneminde beri ilk çıkan bir bmw beğenilmedi zamanla göz alışacaki̇çi gerçekten basit karaktersiz dümdüz bir kabin kaliteli özellikli olabilir orjinal falan unutun artık inanılmaz bir çağdı herkes bmw manyağı idi zaten öyle otomobiller asla gelmeyecek artık bir hoş geleneksel bildiğimiz bir araç altyapısında geliyor ıvır zıvır teknoloji dokunmatik tiktok falan dışında önemli bir değişiklik yok zaten gerek yok hele kaput üstü yıldızlı lacivert modeli tam klasik mercedes,09.09.2023
milyon tl olur hülooooooooğğğğ padişahım yaşa akepeliler alsın,09.09.2023
eski bmw tasarımları,09.09.2023
